"Luka Chuppi","VPD",1042905,139,"3/1/2019", 2019, "https://m.media-amazon.com/images/M/MV5BY2MwM2ZhNTItMzkwNi00MTQxLTljMDAtZTk1YmU2M2YzNGVmXkEyXkFqcGdeQXVyNjE1OTQ0NjA@._V1_UY222_CR0,0,150,222_AL.jpg", "Comedy", 126, "Unrated", N/A
"NOAH The Musical","Fathom",1035603,669,"4/9/2019", 2019, "", "Unknown", 119, "Unrated", N/A
"Perfect Strangers","PNT",1014507,132,"1/11/2019", 2019, "https://m.media-amazon.com/images/M/MV5BMDMzMThjZDgtYjhmNy00M2M3LWJlMGQtMzA5NTlhNWNmMDU3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UY222_CR0,0,150,222_AL.jpg", "Comedy", 101, "R", N/A
"Howl's Moving Castle: 15th Anniverary - Studio Ghibli (2019)","Fathom",865647,748,"4/7/2019", 2019, "", "Animation", 119, "PG", N/A
"TCM: Steel Magnolias 30th Anniversary","Fathom",855421,689,"5/19/2019", 2019, "https://m.media-amazon.com/images/M/MV5BMTkxMDE1MDY3N15BMl5BanBnXkFtZTgwOTAwNjYxMTE@._V1_UY222_CR0,0,150,222_AL.jpg", "Comedy / Drama", 117, "PG", N/A
"Woman at War","Magn.",841929,66,"3/1/2019", 2019, "https://m.media-amazon.com/images/M/MV5BMzJhYTBkMDktY2Q5Yy00M2MwLTg2MzQtZjFlMmRmMTc5OGMwXkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_UY222_CR0,0,150,222_AL.jpg", "Action Drama", 101, "Unrated", N/A
"Climax","A24",817339,217,"3/1/2019", 2019, "https://m.media-amazon.com/images/M/MV5BMjllYmQ2OGQtN2IxZC00ODJiLWI4NjQtYmNlZjYzNzUzYjkyXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_UY222_CR0,0,150,222_AL.jpg", "Horror", 96, "R", N/A
"Transit","MBox",810649,72,"3/1/2019", 2019, "https://m.media-amazon.com/images/M/MV5BZGU2ZGQxOWQtZGFhOS00YzJkLWFkOTItNTIzNmNhMzVlN2M4XkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_UY222_CR0,0,150,222_AL.jpg", "Drama", 101, "Unrated", N/A
"Chonda Pierce: Unashamed","Fathom",787979,783,"5/7/2019", 2019, "https://m.media-amazon.com/images/M/MV5BNTYwM2MxMTMtZjJkMS00Mzk5LTk4MjgtM2JmMzJmYzU5ZDE1XkEyXkFqcGdeQXVyNDE5MzM0OTk@._V1_UY222_CR0,0,150,222_AL.jpg", "Unknown", 105, "Unrated", N/A
"Student of the Year 2","FIP",778566,190,"5/10/2019", 2019, "https://m.media-amazon.com/images/M/MV5BNDg2NjhlZGItMGQ2Ny00NTMwLWExMmItMmVmNmNlYTA3ZTlkXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY222_CR0,0,150,222_AL.jpg", "Comedy", 145, "Unrated", N/A
"Patterns of Evidence: The Moses Controversy","Fathom",765361,896,"3/14/2019", 2019, "https://m.media-amazon.com/images/M/MV5BMjA0NzQxNTk2N15BMl5BanBnXkFtZTgwMDU2NzU2NzM@._V1_UY222_CR0,0,150,222_AL.jpg", "Unknown", 140, "Unrated", N/A
"5/24","Indic.",762636,252,"5/24/2019", 2019, "", "", undefined, "", 
"Black Panther","BV",700059566,4084,"2/16/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_UY222_CR0,0,150,222_AL.jpg", "Action / Adventure", 140, "PG-13", N/A
"Avengers: Infinity War","BV",678815482,4474,"4/27/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Action / Adventure", 156, "PG-13", N/A
"Incredibles 2","BV",608581744,4410,"6/15/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTEzNzY0OTg0NTdeQTJeQWpwZ15BbWU4MDU3OTg3MjUz._V1_UY222_CR0,0,150,222_AL.jpg", "Animation", 118, "PG", N/A
"Jurassic World: Fallen Kingdom","Uni.",417719760,4485,"6/22/2018", 2018, "https://m.media-amazon.com/images/M/MV5BNzIxMjYwNDEwN15BMl5BanBnXkFtZTgwMzk5MDI3NTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Action / Adventure", 128, "PG-13", $170 million
"Aquaman","WB",335061807,4184,"12/21/2018", 2018, "https://m.media-amazon.com/images/M/MV5BOTk5ODg0OTU5M15BMl5BanBnXkFtZTgwMDQ3MDY3NjM@._V1_UY222_CR0,0,150,222_AL.jpg", "Action / Adventure", 139, "PG-13", N/A
"Deadpool 2","Fox",318491426,4349,"5/18/2018", 2018, "https://m.media-amazon.com/images/M/MV5BNjk1Njk3YjctMmMyYS00Y2I4LThhMzktN2U0MTMyZTFlYWQ5XkEyXkFqcGdeQXVyODM2ODEzMDA@._V1_UY222_CR0,0,150,222_AL.jpg", "Action", 119, "R", $110 million
"Dr. Seuss' The Grinch (2018)","Uni.",270620950,4141,"11/9/2018", 2018, "https://m.media-amazon.com/images/M/MV5BYmE5Yjg0MzktYzgzMi00YTFiLWJjYTItY2M5MmI1ODI4MDY3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY222_CR0,0,150,222_AL.jpg", "Animation", 90, "PG", $75 million
"Mission: Impossible - Fallout","Par.",220159104,4395,"7/27/2018", 2018, "https://m.media-amazon.com/images/M/MV5BNjRlZmM0ODktY2RjNS00ZDdjLWJhZGYtNDljNWZkMGM5MTg0XkEyXkFqcGdeQXVyNjAwMjI5MDk@._V1_UY222_CR0,0,150,222_AL.jpg", "Action", 147, "PG-13", $178 million
"Ant-Man and the Wasp","BV",216648740,4206,"7/6/2018", 2018, "https://m.media-amazon.com/images/M/MV5BYjcyYTk0N2YtMzc4ZC00Y2E0LWFkNDgtNjE1MzZmMGE1YjY1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY222_CR0,0,150,222_AL.jpg", "Action", 118, "PG-13", N/A
"Bohemian Rhapsody","Fox",216428042,4000,"11/2/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTA2NDc3Njg5NDVeQTJeQWpwZ15BbWU4MDc1NDcxNTUz._V1_UY222_CR0,0,150,222_AL.jpg", "Drama", 134, "PG-13", $52 million
"A Star is Born (2018)","WB",215288866,3904,"10/5/2018", 2018, "https://m.media-amazon.com/images/M/MV5BNmE5ZmE3OGItNTdlNC00YmMxLWEzNjctYzAwOGQ5ODg0OTI0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY222_CR0,0,150,222_AL.jpg", "Music Drama", 136, "R", $36 million
"Solo: A Star Wars Story","BV",213767512,4381,"5/25/2018", 2018, "https://m.media-amazon.com/images/M/MV5BOTM2NTI3NTc3Nl5BMl5BanBnXkFtZTgwNzM1OTQyNTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Action / Adventure", 135, "PG-13", $275 million
"Venom (2018)","Sony",213515506,4250,"10/5/2018", 2018, "https://m.media-amazon.com/images/M/MV5BNzAwNzUzNjY4MV5BMl5BanBnXkFtZTgwMTQ5MzM0NjM@._V1_UY222_CR0,0,150,222_AL.jpg", "Action", 112, "PG-13", $100 million
"Ralph Breaks the Internet","BV",201091711,4017,"11/21/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTYyNzEyNDAzOV5BMl5BanBnXkFtZTgwNTk3NDczNjM@._V1_UY222_CR0,0,150,222_AL.jpg", "Animation", 112, "PG", $175 million
"Spider-Man: Into The Spider-Verse","Sony",190241310,3813,"12/14/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_UY222_CR0,0,150,222_AL.jpg", "Animation", 117, "PG", $90 million
"A Quiet Place","Par.",188024361,3808,"4/6/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMjI0MDMzNTQ0M15BMl5BanBnXkFtZTgwMTM5NzM3NDM@._V1_UY222_CR0,0,150,222_AL.jpg", "Horror Thriller", 95, "PG-13", $17 million
"Crazy Rich Asians","WB",174532921,3865,"8/15/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTYxNDMyOTAxN15BMl5BanBnXkFtZTgwMDg1ODYzNTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Romantic Comedy", 120, "PG-13", $30 million
"Mary Poppins Returns","BV",171958438,4090,"12/19/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMjQxNjE3NjYxN15BMl5BanBnXkFtZTgwMTk2NDQ3NjM@._V1_UY222_CR0,0,150,222_AL.jpg", "Musical", 130, "PG", $130 million
"Hotel Transylvania 3: Summer Vacation","Sony",167510016,4267,"7/13/2018", 2018, "https://m.media-amazon.com/images/M/MV5BNjA1MzU5MTY3OF5BMl5BanBnXkFtZTgwNTU5MDA3NTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Animation", 97, "PG", $80 million
"Fantastic Beasts: The Crimes of Grindelwald","WB",159555901,4163,"11/16/2018", 2018, "https://m.media-amazon.com/images/M/MV5BZjFiMGUzMTAtNDAwMC00ZjRhLTk0OTUtMmJiMzM5ZmVjODQxXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY222_CR0,0,150,222_AL.jpg", "Fantasy", 134, "PG-13", $200 million
"Halloween (2018)","Uni.",159342015,3990,"10/19/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMmMzNjJhYjUtNzFkZi00MWQ4LWJiMDEtYWM0NTAzNGZjMTI3XkEyXkFqcGdeQXVyOTE2OTMwNDk@._V1_UY222_CR0,0,150,222_AL.jpg", "Horror", 109, "R", $10 million
"The Meg","WB",145443742,4118,"8/10/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMjg0MzA4MDE0N15BMl5BanBnXkFtZTgwMzk3MzAwNjM@._V1_UY222_CR0,0,150,222_AL.jpg", "Sci-Fi Thriller", 113, "PG-13", $130 million
"Ocean's 8","WB",140218711,4145,"6/8/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMjAyNDEyMzc4Ml5BMl5BanBnXkFtZTgwMjEzNjM0NTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Action / Adventure", 110, "PG-13", $70 million
"Ready Player One","WB",137690172,4234,"3/29/2018", 2018, "https://m.media-amazon.com/images/M/MV5BY2JiYTNmZTctYTQ1OC00YjU4LWEwMjYtZjkwY2Y5MDI0OTU3XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_UY222_CR0,0,150,222_AL.jpg", "Sci-Fi Action", 140, "PG-13", $175 million
"Bumblebee","Par.",127195589,3597,"12/21/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMjUwNjU5NDMyNF5BMl5BanBnXkFtZTgwNzgxNjM2NzM@._V1_UY222_CR0,0,150,222_AL.jpg", "Sci-Fi Action", 114, "PG-13", $135 million
"Mamma Mia! Here We Go Again","Uni.",120634935,3514,"7/20/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMjEwMTM3OTI1NV5BMl5BanBnXkFtZTgwNDk5NTY0NTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Musical", 114, "PG-13", $75 million
"The Nun","WB (NL)",117450119,3876,"9/7/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMjM3NzQ5NDcxOF5BMl5BanBnXkFtZTgwNzM4MTQ5NTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Horror", 96, "R", $22 million
"Creed II","MGM",115715889,3752,"11/21/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTcxMjUwNjQ5N15BMl5BanBnXkFtZTgwNjk4MzI4NjM@._V1_UY222_CR0,0,150,222_AL.jpg", "Sports Drama", 117, "PG-13", $50 million
"Peter Rabbit","Sony",115253424,3725,"2/9/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMzI5MzZmZjItOGQzZC00NjNiLWFjMjQtMGNhY2NmNDMyNGM1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY222_CR0,0,150,222_AL.jpg", "Family", 93, "PG", $50 million
"The Mule","WB",103804407,3329,"12/14/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTc1OTc5NzA4OF5BMl5BanBnXkFtZTgwOTAzMzE2NjM@._V1_UY222_CR0,0,150,222_AL.jpg", "Crime Drama", 116, "R", $50 million
"The Equalizer 2","Sony",102084362,3388,"7/20/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTU2OTYzODQyMF5BMl5BanBnXkFtZTgwNjU3Njk5NTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Thriller", 121, "R", $62 million
"Rampage (2018)","WB (NL)",101028233,4115,"4/13/2018", 2018, "https://m.media-amazon.com/images/M/MV5BNDA1NjA3ODU3OV5BMl5BanBnXkFtZTgwOTg3MTIwNTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Action / Adventure", 107, "PG-13", $120 million
"A Wrinkle in Time","BV",100478608,3980,"3/9/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMjMxNjQ5MTI3MV5BMl5BanBnXkFtZTgwMjQ2MTAyNDM@._V1_UY222_CR0,0,150,222_AL.jpg", "Fantasy", 115, "PG", N/A
"Fifty Shades Freed","Uni.",100407760,3768,"2/9/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTYxOTQ1MzI0Nl5BMl5BanBnXkFtZTgwMzgwMzIxNDM@._V1_UY222_CR0,0,150,222_AL.jpg", "Romance", 105, "R", $55 million
"Disney's Christopher Robin","BV",99215042,3602,"8/3/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMjAzOTM2OTAyNF5BMl5BanBnXkFtZTgwNTg5ODg1NTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Fantasy", 104, "PG", $75 million
"Green Book","Uni.",85080171,2648,"11/16/2018", 2018, "https://m.media-amazon.com/images/M/MV5BYzIzYmJlYTYtNGNiYy00N2EwLTk4ZjItMGYyZTJiOTVkM2RlXkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_UY222_CR0,0,150,222_AL.jpg", "Comedy / Drama", 130, "PG-13", $23 million
"I Can Only Imagine","RAtt.",83482352,2894,"3/16/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTRjNDc5NTAtZGJlYS00NTg4LTk2NTEtNGUwY2NiZWM3YTY2XkEyXkFqcGdeQXVyNTQ3MjE4NTU@._V1_UY222_CR0,0,150,222_AL.jpg", "Family", 110, "PG", $7 million
"Smallfoot","WB",83240103,4131,"9/28/2018", 2018, "https://m.media-amazon.com/images/M/MV5BNTVkYTZlZWItZTc0ZS00MTIzLThlNjItNmNkNDA5YzIwZGZjXkEyXkFqcGdeQXVyODQzNTE3ODc@._V1_UY222_CR0,0,150,222_AL.jpg", "Animation", 87, "PG", N/A
"Night School (2018)","Uni.",77339130,3019,"9/28/2018", 2018, "https://m.media-amazon.com/images/M/MV5BYzEyYzg5N2YtZmYzZC00OTg0LWE3ZmYtNDZhMGFkOTBjOTYxXkEyXkFqcGdeQXVyNDg2MjUxNjM@._V1_UY222_CR0,0,150,222_AL.jpg", "Comedy", 111, "PG-13", $29 million
"The First Purge","Uni.",69488745,3038,"7/4/2018", 2018, "https://m.media-amazon.com/images/M/MV5BYmVjMWJhMTYtMzUxMC00ODdhLTk3YzMtZDFhNGUyOGFhYTY0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UY222_CR0,0,150,222_AL.jpg", "Thriller", 97, "R", $13 million
"Game Night","WB (NL)",69179066,3502,"2/23/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMjI3ODkzNDk5MF5BMl5BanBnXkFtZTgwNTEyNjY2NDM@._V1_UY222_CR0,0,150,222_AL.jpg", "Action Comedy", 100, "R", $37 million
"Book Club","Par.",68566296,3169,"5/18/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTc0MDY2MDI3Ml5BMl5BanBnXkFtZTgwNjU2MzIyNTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Comedy", 104, "PG-13", N/A
"The House With A Clock In Its Walls","Uni.",68549695,3592,"9/21/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTk1MzM1ODEwOV5BMl5BanBnXkFtZTgwMTE0OTA4NTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Fantasy", 104, "PG", $42 million
"Skyscraper","Uni.",68420120,3822,"7/13/2018", 2018, "https://m.media-amazon.com/images/M/MV5BOGM3MzQwYzItNDA1Ny00MzIyLTg5Y2QtYTAwMzNmMDU2ZDgxXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UY222_CR0,0,150,222_AL.jpg", "Action", 102, "PG-13", $125 million
"Insidious: The Last Key","Uni.",67745330,3150,"1/5/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTUxODU0NjQ2Nl5BMl5BanBnXkFtZTgwMTc4NDQ0MzI@._V1_UY222_CR0,0,150,222_AL.jpg", "Horror", 103, "PG-13", $10 million
"Instant Family","Par.",67363237,3426,"11/16/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTkzMzgzMTc1OF5BMl5BanBnXkFtZTgwNjQ4MzE0NjM@._V1_UY222_CR0,0,150,222_AL.jpg", "Comedy", 119, "PG-13", $48 million
"Blockers","Uni.",60311495,3418,"4/6/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMjE0ODIzNjkzMl5BMl5BanBnXkFtZTgwODQ3MzU4NDM@._V1_UY222_CR0,0,150,222_AL.jpg", "Comedy", 102, "R", $21 million
"Pacific Rim Uprising","Uni.",59874525,3708,"3/23/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMjI3Nzg0MTM5NF5BMl5BanBnXkFtZTgwOTE2MTgwNTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Sci-Fi Action", 111, "PG-13", $150 million
"Tomb Raider","WB",58250803,3854,"3/16/2018", 2018, "https://m.media-amazon.com/images/M/MV5BOTY4NDcyZGQtYmVlNy00ODgwLTljYTMtYzQ2OTE3NDhjODMwXkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_UY222_CR0,0,150,222_AL.jpg", "Action / Adventure", 118, "PG-13", $94 million
"Maze Runner: The Death Cure","Fox",58032443,3793,"1/26/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTYyNzk3MDc2NF5BMl5BanBnXkFtZTgwMDk3OTM1NDM@._V1_UY222_CR0,0,150,222_AL.jpg", "Sci-Fi Adventure", 142, "PG-13", $62 million
"The Nutcracker and the Four Realms","BV",54858851,3766,"11/2/2018", 2018, "https://m.media-amazon.com/images/M/MV5BOTg1NDI1MjEyMl5BMl5BanBnXkFtZTgwOTA5MTgwNjM@._V1_UY222_CR0,0,150,222_AL.jpg", "Adventure", 99, "PG", $120 million
"Tag","WB (NL)",54730625,3382,"6/15/2018", 2018, "https://m.media-amazon.com/images/M/MV5BNzk4NDM3NjkwNF5BMl5BanBnXkFtZTgwNTk5MzkzNTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Comedy", 100, "R", $28 million
"A Simple Favor","LGF",53548586,3102,"9/14/2018", 2018, "https://m.media-amazon.com/images/M/MV5BZjFiMGNiNmItMzNiNi00Mjc1LTg1N2YtNWE2NTE5N2VlZTQ3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY222_CR0,0,150,222_AL.jpg", "Thriller", 116, "R", $20 million
"Life of the Party ","WB (NL)",53059911,3656,"5/11/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTkzOTk0MjYwM15BMl5BanBnXkFtZTgwNTE5ODQxNTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Comedy", 105, "PG-13", N/A
"The Predator (2018)","Fox",51024708,4070,"9/14/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMjM5MDk2NDIxMF5BMl5BanBnXkFtZTgwNjU5NDk3NTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Sci-Fi Action", 108, "R", $88 million
"Overboard (2018)","PNT",50316123,2006,"5/4/2018", 2018, "https://m.media-amazon.com/images/M/MV5BM2E5MWYwYTktMmIxZC00MWVkLTk4YjctNGU1OGVjMDIwNzM2XkEyXkFqcGdeQXVyNTAwODk1NzY@._V1_UY222_CR0,0,150,222_AL.jpg", "Romantic Comedy", 112, "PG-13", $12 million
"Sicario: Day of the Soldado","Sony",50072235,3055,"6/29/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMjgyOWRhMDctZTZlNC00M2I1LWI0NDQtYzlmODdmYjY2MThiXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_UY222_CR0,0,150,222_AL.jpg", "Action / Adventure", 122, "R", $35 million
"BlacKkKlansman","Focus",49275340,1914,"8/10/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMjUyOTE1NjI0OF5BMl5BanBnXkFtZTgwMTM4ODQ5NTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Drama", 134, "R", $15 million
"I Feel Pretty","STX",48795601,3440,"4/20/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMGI3ZDRjZTQtMTMyYy00NGI4LWI2MjktNzMyMjg0NjQ2NTY0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY222_CR0,0,150,222_AL.jpg", "Comedy", 110, "PG-13", $32 million
"Vice","Annapurna",47836282,2534,"12/25/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTY1NjM0MzgxMV5BMl5BanBnXkFtZTgwNDc4NTY0NjM@._V1_UY222_CR0,0,150,222_AL.jpg", "Drama", 132, "R", N/A
"Red Sparrow","Fox",46874505,3064,"3/2/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTA3MDkxOTc4NDdeQTJeQWpwZ15BbWU4MDAxNzgyNTQz._V1_UY222_CR0,0,150,222_AL.jpg", "Thriller", 139, "R", $69 million
"Breaking In (2018)","Uni.",46840590,2537,"5/11/2018", 2018, "https://m.media-amazon.com/images/M/MV5BNTQwNjc3NjE5MF5BMl5BanBnXkFtZTgwNTEzMDg5NDM@._V1_UY222_CR0,0,150,222_AL.jpg", "Thriller", 88, "PG-13", $6 million
"Goosebumps 2: Haunted Halloween","Sony",46700633,3723,"10/12/2018", 2018, "https://m.media-amazon.com/images/M/MV5BNzgxMDQ2MDUyMF5BMl5BanBnXkFtZTgwNzgyMjQyNjM@._V1_UY222_CR0,0,150,222_AL.jpg", "Comedy", 90, "PG", $35 million
"12 Strong","WB",45819713,3018,"1/19/2018", 2018, "https://m.media-amazon.com/images/M/MV5BNTEzMjk3NzkxMV5BMl5BanBnXkFtZTgwNjY2NDczNDM@._V1_UY222_CR0,0,150,222_AL.jpg", "War Drama", 129, "R", N/A
"Den of Thieves","STX",44947622,2432,"1/19/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMzYyODcwMDAyM15BMl5BanBnXkFtZTgwOTA4MjIwNDI@._V1_UY222_CR0,0,150,222_AL.jpg", "Action Thriller", 140, "R", N/A
"First Man","Uni.",44936545,3640,"10/12/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMDBhOTMxN2UtYjllYS00NWNiLWE1MzAtZjg3NmExODliMDQ0XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UY222_CR0,0,150,222_AL.jpg", "Drama", 138, "PG-13", $59 million
"Hereditary","A24",44069456,2998,"6/8/2018", 2018, "https://m.media-amazon.com/images/M/MV5BOTU5MDg3OGItZWQ1Ny00ZGVmLTg2YTUtMzBkYzQ1YWIwZjlhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_UY222_CR0,0,150,222_AL.jpg", "Horror", 126, "R", N/A
"Tyler Perry's Acrimony","LGF",43549096,2006,"3/30/2018", 2018, "https://m.media-amazon.com/images/M/MV5BNzk0MzYxMzc2MV5BMl5BanBnXkFtZTgwNzU5OTc4NDM@._V1_UY222_CR0,0,150,222_AL.jpg", "Thriller", 120, "R", N/A
"Sherlock Gnomes","Par.",43242871,3662,"3/23/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTk4NzU3NzU2NV5BMl5BanBnXkFtZTgwNDc4NTI3NDM@._V1_UY222_CR0,0,150,222_AL.jpg", "Animation", 86, "PG", $59 million
"Uncle Drew","LG/S",42469946,2742,"6/29/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTU2MzE0NzQ1Ml5BMl5BanBnXkFtZTgwNzIyNzczNTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Comedy", 103, "PG-13", N/A
"Widows","Fox",42402632,2803,"11/16/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMjM3ODc5NDEyOF5BMl5BanBnXkFtZTgwMTI4MDcxNjM@._V1_UY222_CR0,0,150,222_AL.jpg", "Crime Thriller", 128, "R", $42 million
"Truth or Dare","Uni.",41411015,3068,"4/13/2018", 2018, "https://m.media-amazon.com/images/M/MV5BOGU2YTZmMjYtZDUwYi00NTc1LTlkMjAtM2ViZDkzOTlhNGNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY222_CR0,0,150,222_AL.jpg", "Thriller", 100, "PG-13", $3.5 million
"Paddington 2","WB",40891591,3702,"1/12/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMmYwNWZlNzEtNjE4Zi00NzQ4LWI2YmUtOWZhNzZhZDYyNmVmXkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_UY222_CR0,0,150,222_AL.jpg", "Family Adventure", 103, "PG", N/A
"Love, Simon","Fox",40826341,2434,"3/16/2018", 2018, "https://m.media-amazon.com/images/M/MV5BNTMyZDdiMzUtZjcxNS00Mjc3LTljY2UtYjI4YmY5NzJlYjc1XkEyXkFqcGdeQXVyMTA5OTkwNTc@._V1_UY222_CR0,0,150,222_AL.jpg", "Romantic Comedy", 109, "PG-13", $17 million
"Second Act","STX",39282227,2607,"12/21/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMjQ2MjI5Njk0MF5BMl5BanBnXkFtZTgwNDQ2NzczNTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Romantic Comedy", 100, "PG-13", $16 million
"The Commuter","LGF",36343858,2892,"1/12/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTc0NDg1MjI4OV5BMl5BanBnXkFtZTgwMDIwMTEwNDI@._V1_UY222_CR0,0,150,222_AL.jpg", "Action", 105, "PG-13", N/A
"The 15:17 to Paris","WB",36276286,3042,"2/9/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTY0NjUzNjYwOV5BMl5BanBnXkFtZTgwMzY1MDM0NDM@._V1_UY222_CR0,0,150,222_AL.jpg", "Drama", 94, "PG-13", $30 million
"Mile 22","STX",36108758,3520,"8/17/2018", 2018, "https://m.media-amazon.com/images/M/MV5BNzUyODk4OTkxNF5BMl5BanBnXkFtZTgwMzY0MDgzNTM@._V1_UY222_CR0,0,150,222_AL.jpg", "Action", 95, "R", $50 million
"Alpha","Studio 8",35857181,2881,"8/17/2018", 2018, "https://m.media-amazon.com/images/M/MV5BODI4OTk1ODY3N15BMl5BanBnXkFtZTgwMDI1MTcwNjM@._V1_UY222_CR0,0,150,222_AL.jpg", "Action Thriller", 96, "PG-13", $51 million
"Peppermint","STX",35418723,2980,"9/7/2018", 2018, "https://m.media-amazon.com/images/M/MV5BNWVlMjQ3MjItOWE3YS00YTYwLWE0ZDMtZWMyZWY1NzkxNWIwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY222_CR0,0,150,222_AL.jpg", "Action Thriller", 102, "R", $25 million
"The Favourite","FoxS",34366783,1554,"11/23/2018", 2018, "https://m.media-amazon.com/images/M/MV5BMTg1NzQwMDQxNV5BMl5BanBnXkFtZTgwNDg2NDYyNjM@._V1_UY222_CR0,0,150,222_AL.jpg", "Drama", 119, "R", N/A
